47,47003,,,滝口,英一,,タキグチ,エイイチ,0,1030004,東京都,中央区東日本橋,3-14-4,0372840594,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47007,,,柳瀬,文隆,,ヤナセ,フミタカ,0,3501325,埼玉県,狭山市根岸,1-4,0475902922,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47010,,,黒岩,俊行,,クロイワ,トシユキ,0,2701367,千葉県,印西市浦部,1-1-2,0428991534,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47011,,,高岡,穰,,タカオカ,ユタカ,0,2060002,東京都,多摩市一ノ宮,1-20,0394105616,,-,バスケット,東筑中,,,,28/8事務所電話03-3296-0118（もしくは9118）,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,,×,◎,◎,×,,,,,
47,47012,,,伏見,桜丞,,フシミ,オウスケ,0,2150021,神奈川県,川崎市麻生区上麻生,4-3-15,0445296069,,-,,,,,,,2017B/2018B/2019B/,,,,,,,○,○,○,,,,,,,,,,
47,47016,,,河上,芳人,,カワカミ,ヨシヒト,0,3500255,埼玉県,坂戸市成願寺,2-8-9,0452239936,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48001,,,藤木,光男,,フジキ,ミツオ,0,3670233,埼玉県,児玉郡神川町二ノ宮,2-1-17,0429513105,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48004,,,相沢,詩織,,アイザワ,シオリ,1,3310069,埼玉県,さいたま市西区湯木町,2-9-6,0494809157,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48005,,,永井,駿乃介,,ナガイ,シュンノスケ,0,2701612,千葉県,印西市大廻,4-19-3,0472863430,,-,軟式テニス,東筑中,,,,名簿未変更。,2016B/2017B/,,,,,,○,○,,,,○,×,,,,,欠席,,
48,48007,,,長谷部,京一郎,,ハセベ,キョウイチロウ,0,2892704,千葉県,旭市上永井,4-15-12,0424046201,,-,,東筑中,,,,,2017B/2018B/2019B/,,,,,,,○,○,○,,◎,,◎,◎,,出席,出席,○,
48,48008,,,正木,玲磨,,マサキ,レイマ,0,2400024,神奈川県,横浜市保土ケ谷区瀬戸ケ谷町,4-12-12,0465809539,,reima1846@pzqrl.guu,,東筑中,,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,◎,◎,◎,◎,◎,,欠席,出席,,
48,48009,,,中村,長治,,ナカムラ,チョウジ,0,3410035,埼玉県,三郷市鷹野,3-12,0403773185,,Chouji_Nakamura@xedtnt.iow.pu,新聞,東筑中,50022,,,,2016B/2017B/2018B/,,,,,,○,○,○,,○,,,×,,,,,,
48,48010,,,磯崎,麻里,,イソザキ,マリ,1,2991164,千葉県,君津市北久保,2-8,0449775881,,-,,,,,,,2017B/2018B/,,,,,,,○,○,,,,,,○,,,,,
48,48011,,,平林,卓,,ヒラバヤシ,タカシ,0,3470021,埼玉県,加須市船越,1-3-1,0491342171,,-,卓球,東筑中,,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,◎,◎,◎,欠◎,◎,,出席,出席,○,
48,48012,,,片野,一弘,,カタノ,カズヒロ,0,2790013,千葉県,浦安市日の出,1-13-3,0443171045,,-,,東筑中,,,,,2016A/2017A/2018A/2019A/,,,,,,●,●,●,●,,×,×,,,,,,,
48,48013,,,加納,泰三,,カノウ,タイゾウ,0,2890423,千葉県,香取市小川,2-10,0468986963,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48014,,,丹羽,良一,,タンバ,リョウイチ,0,2580015,神奈川県,足柄上郡大井町山田,4-20-15,0453156134,,-,,,,,,,2016B/2017B/,,,,,,○,○,,,,,,,,,,,,
48,48015,,,倉本,竹男,,クラモト,タケオ,0,,,,,-,,-,,,,,,,,,,,2015,,,,,,,,,,,,,,,
48,48016,,,喜多,章治郎,,キタ,ショウジロウ,0,,,,,0444239351,,-,,,,幹,,,,,,,2018/ 2016,,,,,,,×,,,,,,,,
48,48019,,,早川,俊文,,ハヤカワ,トシフミ,0,,,,,0458994512,,-,,,,,,2019年不達　住所削除。,,,,,,,,,,,,×,×,,,,,,,
48,48020,,,青山,宏次,,アオヤマ,コウジ,0,2460015,神奈川県,横浜市瀬谷区本郷,2-17-16,0454531736,,-,,東筑中,,,,,,,,,,,,,,,,,,,,,,,,
48,48021,,,松井,昭男,,マツイ,アキオ,0,1500042,東京都,渋谷区宇田川町,1-11,0351025018,,akio638@yidcl.bm,音楽,鎌倉学園中,,,,,2016A/2017A/2018A/2019A/,,,,,,●,●,●,●,◎,◎,◎,◎,◎,,出席,出席,○,
48,48022,,,浜田,弥太郎,,ハマダ,ヤタロウ,0,,,,,-,,-,,,,,,,,,,,2015,,,,,,,,,,,,,,,
48,48025,,,徳田,俊治,,トクダ,トシハル,0,2200002,神奈川県,横浜市西区南軽井沢,4-11,0442210331,,-,,東筑中,,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,,,×,,,,,,,
48,48029,,,藤川,秋昴,,フジカワ,アキホ,0,,,,,0409980865,,-,,,,,,,,,,,2018/ 2016,,,,,,,,,,,,,,,
48,48030,,,大庭,正,,オオニワ,タダシ,0,1750092,東京都,板橋区赤塚,3-8-4,0381975414,,-,,東筑中,,,,,,,,,,,,,,,,,,,,,,,,
49,49003,,,牧野,晴香,,マキノ,ハルカ,1,1620855,東京都,新宿区二十騎町,1-6-1,0348929603,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49004,,,土屋,秀光,,ツチヤ,ヒデミツ,0,,,,,0436309193,,-,,東筑中,,,,,,,,,2018,,,,,,,,,,,,,,,
49,49005,,,松本,政雄,,マツモト,マサオ,0,,,,,044485801,,-,ラグビー,東筑中,,,,,,,,,2018/ 2016,,,,,,,,,,,,,,,
49,49007,,,嶋田,慶福,,シマダ,チカトシ,0,,,,,0483285281,,-,音楽,東筑中,,幹,,,,,不着,,2018/ 2017,,,,,,,,,,,,,,,
49,49008,,,藤原,綾音,,フジワラ,アヤネ,1,2430212,神奈川県,厚木市及川,1-20-12,0449535592,,-,,,,,,,2016B/,,,,,,○,,,,◎,,,,,,,,,
49,49009,,,篠崎,年紀,,シノザキ,トシノリ,0,2980134,千葉県,いすみ市行川,2-19-16,0479492467,,-,ESS,東筑中,,,,,2016B/2018B/,,,,,,○,,○,,,×,×,,,,,,,
49,49010,,,古市,伸夫,,フルイチ,ノブオ,0,2240064,神奈川県,横浜市都筑区平台,1-1-1,0460721817,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49011,,,小島,洋次,,オジマ,ヨウジ,0,2210003,神奈川県,横浜市神奈川区大口仲町,4-9-7,0465197890,,youji7582@bncmujocj.zf,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49015,,,井原,裕治,,イハラ,ユウジ,0,2150023,神奈川県,川崎市麻生区片平,3-19-5,0467284919,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49016,,,福島,節子,,フクシマ,セツコ,1,2920822,千葉県,木更津市桜井,1-10-12,0498673985,,-,,,43002,,,,2016A/2017A/,,,,,,●,●,,,,,,,,,,,,
49,49018,,,木村,清隆,,キムラ,キヨタカ,0,3370032,埼玉県,さいたま市見沼区東新井,1-4,048786586,,-,ESS・美術,東筑中,,,,歩行困難・視力低下の為、今後の連絡不要（会報送付不要）。,2016B/,,,,,,○,,,,◎,◎,◎,,×,,,欠席,,
49,49019,,,竹田,京太,,タケダ,ケイタ,0,2992844,千葉県,鴨川市江見東真門,2-3,0449522714,,-,,,,,,ー。出欠未記入、ヒデ×→シゲル。,2016A/2017A/2018A/2019A/,,,,,,●,●,●,●,,×,,,,,欠席,出席,,
49,49020,,,李,有正,,リ,アリマサ,0,1620855,東京都,新宿区二十騎町,3-11-9,0313284515,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49021,,,鶴岡,敏宏,,ツルオカ,トシヒロ,0,1620855,東京都,新宿区二十騎町,4-14-20,0358591390,,-,ラグビー,東筑中,,,,,,,,,,,,,,,,,,,×,,,欠席,,
49,49022,,,長島,良治,,ナガシマ,ヨシジ,0,2770824,千葉県,柏市布施新田,1-8-4,0402856294,,-,,東筑中,,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,◎,欠◎,◎,◎,,,,,,
49,49023,,,小倉,鉄太郎,,オグラ,テツタロウ,0,2360056,神奈川県,横浜市金沢区能見台森,4-1,0461194131,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49024,,,寺内,精一,,テラウチ,セイイチ,0,2600002,千葉県,千葉市中央区旭町,3-3,0488175470,,-,写真,東筑中,,,,,2016B/2017B/,,,,,,○,○,,,,×,×,,,,,,,
49,49025,,,豊田,柚真,,トヨダ,ユズマ,0,2350013,神奈川県,横浜市磯子区広地町,4-20-15,0457888119,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49026,,,吉沢,光雄,,ヨシザワ,ミツオ,0,2360056,神奈川県,横浜市金沢区能見台森,2-18-13,0455394013,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49027,,,菅原,愛実,,スガハラ,マナミ,1,1000006,東京都,千代田区有楽町,1-19-1,0323296740,,-,,,,,,,,,,,,,,,,,○,／,×,×,,,,,,
49,49028,,,新谷,一仁,,アラヤ,カズヒト,0,2530025,神奈川県,茅ヶ崎市松が丘,1-17-8,0458933865,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49029,,,吉川,常吉,,ヨシカワ,ツネキチ,0,2430038,神奈川県,厚木市愛名,4-18,0466224569,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49031,,,櫻井,優太,,サクライ,ユウタ,0,1060045,東京都,港区麻布十番,4-2-4,0378561078,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49032,,,紺野,正信,,コンノ,マサノブ,0,2590122,神奈川県,中郡二宮町富士見が丘,4-4-6,0454053207,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50002,,,藤岡,真一,,フジオカ,シンイチ,0,,,,,0493240664,,-,,,,,,,,,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50004,,,小島,孝通,,オジマ,タカミチ,0,,,,,-,,-,,,,,,,,,,,2009,,,,,,,,,,,,,,,
50,50005,,,畠山,喜太郎,,ハタケヤマ,キタロウ,0,1000006,東京都,千代田区有楽町,2-6-12,0332778834,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50006,,,金子,梨花,,カネコ,リカ,1,2350034,神奈川県,横浜市磯子区杉田坪呑,1-15-18,0452961335,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50007,,,福井,藍子,,フクイ,アイコ,1,3580053,埼玉県,入間市仏子,4-9,0414857464,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50009,,,真田,良吉,,サナダ,リョウキチ,0,,,,,0361616538,,-,,東筑中,,,,,,,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50011,,,米沢,義美,,ヨネザワ,ヨシミ,1,2720825,千葉県,市川市須和田,2-18-10,0427927642,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50016,,,荒木,義光,,アラキ,ヨシミツ,0,1901201,東京都,西多摩郡瑞穂町二本木,1-3-18,0367483037,,-,,,,,,,,,,,,,,,,,,,×,,,,,,,
50,50018,,,上岡,輝,,カミオカ,ヒカル,0,1580094,東京都,世田谷区玉川,3-3-14,0367166037,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50019,,,須藤,秀男,,スドウ,ヒデオ,0,1030004,東京都,中央区東日本橋,1-6-4,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50022,,,大西,早苗,,オオニシ,サナエ,1,,,,,0441087314,,Sanae_Oonishi@kfgyf.fwd.gn,新聞,折尾高女中,48009,,,,,,,,,,,,,,○,,,×,,,,,,
50,50023,,,村松,英実,,ムラマツ,ヒデミ,0,2520813,神奈川県,藤沢市亀井野,1-19-17,0469173764,,-,,,,,,,2016A/2017A/2018A/2019A/,,,,,,●,●,●,●,,,,,,,,,,
50,50024,,,白木,弘子,,シラキ,ヒロコ,1,2870202,千葉県,成田市堀籠,4-11-6,0411233813,,-,書道,折尾高女,,,,,,,,,,,,,,,,,,,,,,,,
50,50025,,,牧野,麻紀,,マキノ,マキ,1,1080073,東京都,港区三田（次のビルを除く）,東京都港区三田4-17-2,0323134305,,-,,折尾中,,,,,,,,,,,,,,,,,,,×,,,,,
50,50026,,,高見,美空,,タカミ,ミク,1,3600033,埼玉県,熊谷市曙町,3-13-5,048295578,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50027,,,赤塚,政人,,アカツカ,マサト,0,1030011,東京都,中央区日本橋大伝馬町,1-4,0372677330,,rnzd-lqmasato9977@axokcr.ral,バスケットボール,東筑中,52023,,,,2016A/,,,,,,●,,,,／,,×,,,,,,,
50,50029,,,中田,芳男,,ナカダ,ヨシオ,0,2860013,千葉県,成田市美郷台,2-14,0483904063,,-,,,53034,,,,,,,,,,,,,,,,,,,,,,,
50,50030,,,曽根,円美,,ソネ,マルミ,1,2140038,神奈川県,川崎市多摩区生田,1-1-9,0448337340,,-,,折尾高女,,,,,,,,,,,,,,,,,,,,,,,,
50,50032,,,竹本,豊治,,タケモト,トヨジ,0,1620855,東京都,新宿区二十騎町,3-1-7,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50033,,,稲田,与,,イナダ,アタル,0,3620803,埼玉県,北足立郡伊奈町大針,4-13-1,0425159379,,ataru0822@rtkvrc.zs,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50034,,,大川,紗菜子,,オオカワ,サナコ,1,2720146,千葉県,市川市広尾,1-4-19,0459506571,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50035,,,柴崎,民男,,シバザキ,タミオ,0,1140011,東京都,北区昭和町,3-14,0350117172,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50036,,,楠本,大輝,,クスモト,ダイキ,0,2970216,千葉県,長生郡長柄町立鳥,2-1-17,0476784449,,-,,,,幹,,,2016B/2017B/,,,,,,○,○,,,,,×,,,,,,,
50,50037,,,奥村,登美子,,オクムラ,トミコ,1,1640001,東京都,中野区中野,1-8-14,0382036173,,-,書道,高校併置中学,,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,◎,◎,◎,,◎,,,,,
50,50039,,,佐伯,昭三,,サエキ,ショウゾウ,0,,,,,0488727923,,-,,,,,,,,,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50040,,,秦,凛子,,ハタ,リンコ,1,,,,,046270687,,-,,,,,,2019年不達　住所削除。,,,,,,,,,,,,,,,,,,,,
50,50041,,,菅,和徳,,カン,カズノリ,0,,,,,043977500,,-,,,,,,,,,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50042,,,西島,渉,,ニシジマ,ワタル,0,1000006,東京都,千代田区有楽町,2-8-5,0377353396,,-,,,,,,,,,,病気のため休止,,,,,,,,,,,,,,,,
50,50043,,,清水,里歌,,キヨミズ,リカ,1,3670048,埼玉県,本庄市南,2-5-4,0496543124,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50046,,,黒木,朱里,,クロキ,アカリ,1,1250063,東京都,葛飾区白鳥,3-20-17,0370881049,08087474391,,,折尾高女,,,,,2016F/2018B/,,,,,,☆,,○,,◎,◎,◎,／,◎,,,,,
50,50047,,,黒田,雅紹,,クロダ,マサツグ,0,1800021,東京都,武蔵野市桜堤,3-9,0331545456,,masatsugu0826@smyat.hc,一時相撲,東筑中,,,,,2016A/2017B/2018A/,,,,,,●,○,●,,◎,／,×,×,×,,,,,
50,50048,,,手塚,弘美,,テヅカ,ヒロミ,1,3500166,埼玉県,比企郡川島町戸守,1-3-11,0475311056,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50050,,,松岡,京子,,マツオカ,キョウコ,1,1620855,東京都,新宿区二十騎町,4-11,0338541315,,-,図書,折尾高女,,,,,,,,,,,,,,,,,,,×,,,,,
50,50051,,,藤岡,真子,,フジオカ,マコ,1,,,,,0462638018,,-,,,,,,,,,,,2018,,,,,,,,,,,,,,,
50,50052,,,大江,晴夫,,オオエ,ハルオ,0,2892169,千葉県,匝瑳市吉田,3-20-12,0467577910,,-,新聞,東筑中,,,,,2016A/2017A/2018A/2019A/,,,,,,●,●,●,●,,,,,,,,,,
50,50054,,,永野,博昭,,ナガノ,ヒロアキ,0,,,,,0452243376,,-,,,,,,2019年不達　住所削除。,,,,,,,,,,,,,,,,,,,,
50,50055,,,山野,英樹,,ヤマノ,ヒデキ,0,2420022,神奈川県,大和市柳橋,1-7-10,0457529907,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50056,,,玉田,伊吹,,タマダ,イブキ,1,1901211,東京都,西多摩郡瑞穂町石畑,4-8,0333342284,,-,,,40013,,,,,,,,,,,,,,,,,,,,,,,
50,50057,,,相川,健夫,,アイカワ,タケオ,0,2200002,神奈川県,横浜市西区南軽井沢,1-18-2,0460918567,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50058,,,石岡,美佳,,イシオカ,ミカ,1,1060031,東京都,港区西麻布,2-7-12,0323941367,,-,ﾃﾆｽ,併置中,,,,,2016B/2017B/,,,退会希望,,,○,○,,,○,◎,◎,,×,,,,,
50,50059,,,合田,栄二,,アイダ,エイジ,0,3550126,埼玉県,比企郡吉見町万光寺,4-16-6,0405385925,,-,,,,,,,2016B/,,,,,,○,,,,,,,,,,,,,
51,51001,,,日高,信明,,ヒダカ,ノブアキ,0,3530008,埼玉県,志木市宗岡,3-16-1,0435841882,,-,,,,,,,2016A/2017A/2018A/2019A/,,,,,,●,●,●,●,,,,,,,,,,
51,51003,,,伊藤,莉乃,,イトウ,リノ,1,2600812,千葉県,千葉市中央区大巌寺町,1-6-16,0472146549,,-,音楽,水巻中,,,,,2016F/,,,,,,☆,,,,○,○,◎,×,,,,,,
51,51004,,,藤本,啓文,,フジモト,ヒロフミ,0,3430045,埼玉県,越谷市下間久里,1-1,0439117575,,hirofumi9883@wmfa.vo,体操・生徒会,遠賀中,51005,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,◎,◎,◎,◎,◎,,出席,出席,○,
51,51005,,,稲葉,美久理,,イナバ,ミクリ,1,2210023,神奈川県,横浜市神奈川区宝町,2-5-10,0456015509,,lemstgmikuri857@pikbl.hh,,鳴門中,51004,,,,2016B/2017B/2018B/2019B/,,,,,,○,○,○,○,◎,◎,◎,◎,◎,,出席,出席,○,
51,51006,,,石塚,花恋,,イシヅカ,カレン,1,3430821,埼玉県,越谷市瓦曽根,3-15,043137771,09059970595,,音楽、茶花道,水巻中,,,,,,,,,,,,,,,,,,,,,,,,
51,51007,,,佐久間,民男,,サクマ,タミオ,0,2310803,神奈川県,横浜市中区本牧十二天,3-10-9,0441581865,,tamio0330@nesgdvyh.kse,図書,遠賀中,,,ひびき会会長,歩行器ご使用でのご出席のため、同伴者（ご家族）も出席されます。。,2016B/2017B/2018F/2019B/,,,,,,○,○,☆,○,◎,◎,◎,,○,,,欠席,,
51,51008,,,坂野,佳乃,,サカノ,ヨシノ,1,,,,,0469742585,,-,,水巻中,,,,2019年不達　住所削除。,2016B/,,,,,,○,,,,,,,,,,,,,
51,51010,,,柳沢,道子,,ヤナギサワ,ミチコ,1,2600006,千葉県,千葉市中央区道場北,3-20,043513772,,-,,,,,,,,,,,(2010),,,,,,,,,,,,,,,
51,51011,,,西村,謙二,,ニシムラ,ケンジ,0,1060045,東京都,港区麻布十番,1-3-5,0319588273,,-,,,,,,,,,,,,,,,,,,,☆,,,,,,,
51,51012,,,松木,紬,,マツキ,ツムギ,1,2992521,千葉県,南房総市白子,1-4-7,0432991789,,-,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51013,,,多田,梨緒,,オオタ,リオ,1,1620855,東京都,新宿区二十騎町,1-11-4,0342288747,,-,音楽,水巻中,,,,,2016B/2017F/,,,,,,○,☆,,,,○,○,◎,／,,,,,
51,51015,,,川島,風香,,カワシマ,フウカ,1,3600006,埼玉県,熊谷市四方寺,2-18,0429473488,,fuuka7359@tomqnickgb.zbq,,遠賀中,,,,名簿未変更。,2016B/2017B/2018B/,,,,,,○,○,○,,◎,◎,◎,◎,◎,,欠席,出席,○,
51,51018,,,矢口,信之,,ヤグチ,ノブユキ,0,2970053,千葉県,茂原市墨田,2-2-10,0466999934,,Nobuyuki_Yaguchi@aakfyhgle.bn.dr,,,,,,,,,,,,,,,,,,,,,,,,,,
