48,48009,,中村,長治,,ナカムラ,チョウジ,0,341-0035,埼玉県三郷市鷹野3-12,0403773185,,Chouji_Nakamura@xedtnt.iow.pu,新聞,東筑中,50022,,,,妻：050022,,,,,○,○,○,,○,,,×,,,,,,
48,48010,,磯崎,麻里,,イソザキ,マリ,1,299-1164,千葉県君津市北久保2-8,0449775881,,-,,,,,,,,,,,,,○,○,,,,,,○,,,,,
48,48011,,平林,卓,,ヒラバヤシ,タカシ,0,347-0021,埼玉県加須市船越1-3-1,0491342171,,-,卓球,東筑中,,,,,,,,,,○,○,○,○,◎,◎,◎,欠◎,◎,,出席,出席,○,
48,48012,,片野,一弘,,カタノ,カズヒロ,0,279-0013,千葉県浦安市日の出1-13-3,0443171045,,-,,東筑中,,,,,,,,,,●,●,●,●,,×,×,,,,,,,
48,48013,,加納,泰三,,カノウ,タイゾウ,0,289-0423,千葉県香取市小川2-10,0468986963,,-,,,,,,,,,,,,,,,,,,,,,,,,,
48,48014,,丹羽,良一,,タンバ,リョウイチ,0,258-0015,神奈川県足柄上郡大井町山田4-20-15,0453156134,,-,,,,,,,,,,,,○,○,,,,,,,,,,,,
48,48015,,倉本,竹男,,クラモト,タケオ,0,,,-,,-,,,,,,,１５会報不着　電話不可,,,2015,,,,,,,,,,,,,,,
48,48016,,喜多,章治郎,,キタ,ショウジロウ,0,,,0444239351,,-,,,,幹,,,１６会報不着 電話不通,,,2018/ 2016,,,,,,,×,,,,,,,,
48,48019,,早川,俊文,,ハヤカワ,トシフミ,0,,,0458994512,,-,,,,,,2019年不達　住所削除。,,,,,,,,,,,×,×,,,,,,,
48,48020,,青山,宏次,,アオヤマ,コウジ,0,246-0015,神奈川県横浜市瀬谷区本郷2-17-16,0454531736,,-,,東筑中,,,,,,,,,,,,,,,,,,,,,,,
48,48021,,松井,昭男,,マツイ,アキオ,0,150-0042,東京都渋谷区宇田川町1-11,0351025018,,akio638@yidcl.bm,音楽,鎌倉学園中,,,,,,,,,,●,●,●,●,◎,◎,◎,◎,◎,,出席,出席,○,
48,48022,,浜田,弥太郎,,ハマダ,ヤタロウ,0,,,-,,-,,,,,,,１５会報不着　電話不可　病気療養中,,,2015,,,,,,,,,,,,,,,
48,48025,,徳田,俊治,,トクダ,トシハル,0,220-0002,神奈川県横浜市西区南軽井沢4-11,0442210331,,-,,東筑中,,,,,,,,,,○,○,○,○,,,×,,,,,,,
48,48029,,藤川,秋昴,,フジカワ,アキホ,0,,,0409980865,,-,,,,,,,１６会報不着　電話不通,,,2018/ 2016,,,,,,,,,,,,,,,
48,48030,,大庭,正,,オオニワ,タダシ,0,175-0092,東京都板橋区赤塚3-8-4,0381975414,,-,,東筑中,,,,,,,,,,,,,,,,,,,,,,,
49,49003,,牧野,晴香,,マキノ,ハルカ,1,162-0855,東京都新宿区二十騎町1-6-1,0348929603,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49004,,土屋,秀光,,ツチヤ,ヒデミツ,0,,,0436309193,,-,,東筑中,,,,,,,,2018,,,,,,,,,,,,,,,
49,49005,,松本,政雄,,マツモト,マサオ,0,,,044485801,,-,ラグビー,東筑中,,,,,１６会報不着　電話不通,,,2018/ 2016,,,,,,,,,,,,,,,
49,49007,,嶋田,慶福,,シマダ,チカトシ,0,,,0483285281,,-,音楽,東筑中,,幹,,,2017会報不着,不着,,2018/ 2017,,,,,,,,,,,,,,,
49,49008,,藤原,綾音,,フジワラ,アヤネ,1,243-0212,神奈川県厚木市及川1-20-12,0449535592,,-,,,,,,,,,,,,○,,,,◎,,,,,,,,,
49,49009,,篠崎,年紀,,シノザキ,トシノリ,0,298-0134,千葉県いすみ市行川2-19-16,0479492467,,-,ESS,東筑中,,,,,,,,,,○,,○,,,×,×,,,,,,,
49,49010,,古市,伸夫,,フルイチ,ノブオ,0,224-0064,神奈川県横浜市都筑区平台1-1-1,0460721817,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49011,,小島,洋次,,オジマ,ヨウジ,0,221-0003,神奈川県横浜市神奈川区大口仲町4-9-7,0465197890,,youji7582@bncmujocj.zf,,,,,,,,,,,,,,,,,,,,,,,,,
49,49015,,井原,裕治,,イハラ,ユウジ,0,215-0023,神奈川県川崎市麻生区片平3-19-5,0467284919,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49016,,福島,節子,,フクシマ,セツコ,1,292-0822,千葉県木更津市桜井1-10-12,0498673985,,-,,,43002,,,,夫：043002,,,,,●,●,,,,,,,,,,,,
49,49018,,木村,清隆,,キムラ,キヨタカ,0,337-0032,埼玉県さいたま市見沼区東新井1-4,048786586,,-,ESS・美術,東筑中,,,,歩行困難・視力低下の為、今後の連絡不要（会報送付不要）。,,,,,,○,,,,◎,◎,◎,,×,,,欠席,,
49,49019,,竹田,京太,,タケダ,ケイタ,0,299-2844,千葉県鴨川市江見東真門2-3,0449522714,,-,,,,,,ー。出欠未記入、ヒデ×→シゲル。,,,,,,●,●,●,●,,×,,,,,欠席,出席,,
49,49020,,李,有正,,リ,アリマサ,0,162-0855,東京都新宿区二十騎町3-11-9,0313284515,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49021,,鶴岡,敏宏,,ツルオカ,トシヒロ,0,162-0855,東京都新宿区二十騎町4-14-20,0358591390,,-,ラグビー,東筑中,,,,,,,,,,,,,,,,,,×,,,欠席,,
49,49022,,長島,良治,,ナガシマ,ヨシジ,0,277-0824,千葉県柏市布施新田1-8-4,0402856294,,-,,東筑中,,,,,,,,,,○,○,○,○,◎,欠◎,◎,◎,,,,,,
49,49023,,小倉,鉄太郎,,オグラ,テツタロウ,0,236-0056,神奈川県横浜市金沢区能見台森4-1,0461194131,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49024,,寺内,精一,,テラウチ,セイイチ,0,260-0002,千葉県千葉市中央区旭町3-3,0488175470,,-,写真,東筑中,,,,,,,,,,○,○,,,,×,×,,,,,,,
49,49025,,豊田,柚真,,トヨダ,ユズマ,0,235-0013,神奈川県横浜市磯子区広地町4-20-15,0457888119,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49026,,吉沢,光雄,,ヨシザワ,ミツオ,0,236-0056,神奈川県横浜市金沢区能見台森2-18-13,0455394013,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49027,,菅原,愛実,,スガハラ,マナミ,1,100-0006,東京都千代田区有楽町1-19-1,0323296740,,-,,,,,,,,,,,,,,,,○,／,×,×,,,,,,
49,49028,,新谷,一仁,,アラヤ,カズヒト,0,253-0025,神奈川県茅ヶ崎市松が丘1-17-8,0458933865,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49029,,吉川,常吉,,ヨシカワ,ツネキチ,0,243-0038,神奈川県厚木市愛名4-18,0466224569,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49031,,櫻井,優太,,サクライ,ユウタ,0,106-0045,東京都港区麻布十番4-2-4,0378561078,,-,,,,,,,,,,,,,,,,,,,,,,,,,
49,49032,,紺野,正信,,コンノ,マサノブ,0,259-0122,神奈川県中郡二宮町富士見が丘4-4-6,0454053207,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50002,,藤岡,真一,,フジオカ,シンイチ,0,,,0493240664,,-,,,,,,,2017会報不着,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50004,,小島,孝通,,オジマ,タカミチ,0,,,-,,-,,,,,,,09会報不着,,,2009,,,,,,,,,,,,,,,
50,50005,,畠山,喜太郎,,ハタケヤマ,キタロウ,0,100-0006,東京都千代田区有楽町2-6-12,0332778834,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50006,,金子,梨花,,カネコ,リカ,1,235-0034,神奈川県横浜市磯子区杉田坪呑1-15-18,0452961335,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50007,,福井,藍子,,フクイ,アイコ,1,358-0053,埼玉県入間市仏子4-9,0414857464,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50009,,真田,良吉,,サナダ,リョウキチ,0,,,0361616538,,-,,東筑中,,,,,体調不良。2017会報不着,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50011,,米沢,義美,,ヨネザワ,ヨシミ,1,272-0825,千葉県市川市須和田2-18-10,0427927642,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50016,,荒木,義光,,アラキ,ヨシミツ,0,190-1201,東京都西多摩郡瑞穂町二本木1-3-18,0367483037,,-,,,,,,,,,,,,,,,,,,×,,,,,,,
50,50018,,上岡,輝,,カミオカ,ヒカル,0,158-0094,東京都世田谷区玉川3-3-14,0367166037,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50019,,須藤,秀男,,スドウ,ヒデオ,0,103-0004,東京都中央区東日本橋1-6-4,,-,,,,,,,,電話不通,,,,,,,,,,,,,,,,,,
50,50022,,大西,早苗,,オオニシ,サナエ,1,,,0441087314,,Sanae_Oonishi@kfgyf.fwd.gn,新聞,折尾高女中,48009,,,,夫：048009　会報は1冊でよい,,,,,,,,,○,,,×,,,,,,
50,50023,,村松,英実,,ムラマツ,ヒデミ,0,252-0813,神奈川県藤沢市亀井野1-19-17,0469173764,,-,,,,,,,,,,,,●,●,●,●,,,,,,,,,,
50,50024,,白木,弘子,,シラキ,ヒロコ,1,287-0202,千葉県成田市堀籠4-11-6,0411233813,,-,書道,折尾高女,,,,,,,,,,,,,,,,,,,,,,,
50,50025,,牧野,麻紀,,マキノ,マキ,1,108-0073,東京都港区三田4-17-2,0323134305,,-,,折尾中,,,,,,,,,,,,,,,,,,×,,,,,
50,50026,,高見,美空,,タカミ,ミク,1,360-0033,埼玉県熊谷市曙町3-13-5,048295578,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50027,,赤塚,政人,,アカツカ,マサト,0,103-0011,東京都中央区日本橋大伝馬町1-4,0372677330,,rnzd-lqmasato9977@axokcr.ral,バスケットボール,東筑中,52023,,,,妻：052023,,,,,●,,,,／,,×,,,,,,,
50,50029,,中田,芳男,,ナカダ,ヨシオ,0,286-0013,千葉県成田市美郷台2-14,0483904063,,-,,,53034,,,,妻：053034,,,,,,,,,,,,,,,,,,
50,50030,,曽根,円美,,ソネ,マルミ,1,214-0038,神奈川県川崎市多摩区生田1-1-9,0448337340,,-,,折尾高女,,,,,,,,,,,,,,,,,,,,,,,
50,50032,,竹本,豊治,,タケモト,トヨジ,0,162-0855,東京都新宿区二十騎町3-1-7,,-,,,,,,,,電話不通,,,,,,,,,,,,,,,,,,
50,50033,,稲田,与,,イナダ,アタル,0,362-0803,埼玉県北足立郡伊奈町大針4-13-1,0425159379,,ataru0822@rtkvrc.zs,,,,,,,,,,,,,,,,,,,,,,,,,
50,50034,,大川,紗菜子,,オオカワ,サナコ,1,272-0146,千葉県市川市広尾1-4-19,0459506571,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50035,,柴崎,民男,,シバザキ,タミオ,0,114-0011,東京都北区昭和町3-14,0350117172,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50036,,楠本,大輝,,クスモト,ダイキ,0,297-0216,千葉県長生郡長柄町立鳥2-1-17,0476784449,,-,,,,幹,,,,,,,,○,○,,,,,×,,,,,,,
50,50037,,奥村,登美子,,オクムラ,トミコ,1,164-0001,東京都中野区中野1-8-14,0382036173,,-,書道,高校併置中学,,,,,,,,,,○,○,○,○,◎,◎,◎,,◎,,,,,
50,50039,,佐伯,昭三,,サエキ,ショウゾウ,0,,,0488727923,,-,,,,,,,2017会報不着,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50040,,秦,凛子,,ハタ,リンコ,1,,,046270687,,-,,,,,,2019年不達　住所削除。,,,,,,,,,,,,,,,,,,,
50,50041,,菅,和徳,,カン,カズノリ,0,,,043977500,,-,,,,,,,2017会報不着,不着,,2018/ 2017,,,,,,,,,,,,,,,
50,50042,,西島,渉,,ニシジマ,ワタル,0,100-0006,東京都千代田区有楽町2-8-5,0377353396,,-,,,,,,,病気のため休止,,病気のため休止,,,,,,,,,,,,,,,,
50,50043,,清水,里歌,,キヨミズ,リカ,1,367-0048,埼玉県本庄市南2-5-4,0496543124,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50046,,黒木,朱里,,クロキ,アカリ,1,125-0063,東京都葛飾区白鳥3-20-17,0370881049,08087474391,,,折尾高女,,,,,090-6030-8857,,,,,☆,,○,,◎,◎,◎,／,◎,,,,,
50,50047,,黒田,雅紹,,クロダ,マサツグ,0,180-0021,東京都武蔵野市桜堤3-9,0331545456,,masatsugu0826@smyat.hc,一時相撲,東筑中,,,,,,,,,,●,○,●,,◎,／,×,×,×,,,,,
50,50048,,手塚,弘美,,テヅカ,ヒロミ,1,350-0166,埼玉県比企郡川島町戸守1-3-11,0475311056,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50050,,松岡,京子,,マツオカ,キョウコ,1,162-0855,東京都新宿区二十騎町4-11,0338541315,,-,図書,折尾高女,,,,,,,,,,,,,,,,,,×,,,,,
50,50051,,藤岡,真子,,フジオカ,マコ,1,,,0462638018,,-,,,,,,,,,,2018,,,,,,,,,,,,,,,
50,50052,,大江,晴夫,,オオエ,ハルオ,0,289-2169,千葉県匝瑳市吉田3-20-12,0467577910,,-,新聞,東筑中,,,,,,,,,,●,●,●,●,,,,,,,,,,
50,50054,,永野,博昭,,ナガノ,ヒロアキ,0,,,0452243376,,-,,,,,,2019年不達　住所削除。,,,,,,,,,,,,,,,,,,,
50,50055,,山野,英樹,,ヤマノ,ヒデキ,0,242-0022,神奈川県大和市柳橋1-7-10,0457529907,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50056,,玉田,伊吹,,タマダ,イブキ,1,190-1211,東京都西多摩郡瑞穂町石畑4-8,0333342284,,-,,,40013,,,,夫：040013,,,,,,,,,,,,,,,,,,
50,50057,,相川,健夫,,アイカワ,タケオ,0,220-0002,神奈川県横浜市西区南軽井沢1-18-2,0460918567,,-,,,,,,,,,,,,,,,,,,,,,,,,,
50,50058,,石岡,美佳,,イシオカ,ミカ,1,106-0031,東京都港区西麻布2-7-12,0323941367,,-,ﾃﾆｽ,併置中,,,,,旧姓：三尾谷,,退会希望,,,○,○,,,○,◎,◎,,×,,,,,
50,50059,,合田,栄二,,アイダ,エイジ,0,355-0126,埼玉県比企郡吉見町万光寺4-16-6,0405385925,,-,,,,,,,,,,,,○,,,,,,,,,,,,,
51,51001,,日高,信明,,ヒダカ,ノブアキ,0,353-0008,埼玉県志木市宗岡3-16-1,0435841882,,-,,,,,,,,,,,,●,●,●,●,,,,,,,,,,
51,51003,,伊藤,莉乃,,イトウ,リノ,1,260-0812,千葉県千葉市中央区大巌寺町1-6-16,0472146549,,-,音楽,水巻中,,,,,,,,,,☆,,,,○,○,◎,×,,,,,,
51,51004,,藤本,啓文,,フジモト,ヒロフミ,0,343-0045,埼玉県越谷市下間久里1-1,0439117575,,hirofumi9883@wmfa.vo,体操・生徒会,遠賀中,51005,,,,29/10電話番号追加0432755999　妻：051005,,,,,○,○,○,○,◎,◎,◎,◎,◎,,出席,出席,○,
51,51005,,稲葉,美久理,,イナバ,ミクリ,1,221-0023,神奈川県横浜市神奈川区宝町2-5-10,0456015509,,lemstgmikuri857@pikbl.hh,,鳴門中,51004,,,,29/10電話番号追加0432755999　夫：051004,,,,,○,○,○,○,◎,◎,◎,◎,◎,,出席,出席,○,
51,51006,,石塚,花恋,,イシヅカ,カレン,1,343-0821,埼玉県越谷市瓦曽根3-15,043137771,09059970595,,音楽、茶花道,水巻中,,,,,,,,,,,,,,,,,,,,,,,
51,51007,,佐久間,民男,,サクマ,タミオ,0,231-0803,神奈川県横浜市中区本牧十二天3-10-9,0441581865,,tamio0330@nesgdvyh.kse,図書,遠賀中,,,ひびき会会長,歩行器ご使用でのご出席のため、同伴者（ご家族）も出席されます。。,ひびき会会長,,,,,○,○,☆,○,◎,◎,◎,,○,,,欠席,,
51,51008,,坂野,佳乃,,サカノ,ヨシノ,1,,,0469742585,,-,,水巻中,,,,2019年不達　住所削除。,,,,,,○,,,,,,,,,,,,,
51,51010,,柳沢,道子,,ヤナギサワ,ミチコ,1,260-0006,千葉県千葉市中央区道場北3-20,043513772,,-,,,,,,,１０会報不着、11更新51期会名簿より,,,(2010),,,,,,,,,,,,,,,
51,51011,,西村,謙二,,ニシムラ,ケンジ,0,106-0045,東京都港区麻布十番1-3-5,0319588273,,-,,,,,,,,,,,,,,,,,,☆,,,,,,,
51,51012,,松木,紬,,マツキ,ツムギ,1,299-2521,千葉県南房総市白子1-4-7,0432991789,,-,,,,,,,51期では不明（2008.6）2011,,,,,,,,,,,,,,,,,,
51,51013,,多田,梨緒,,オオタ,リオ,1,162-0855,東京都新宿区二十騎町1-11-4,0342288747,,-,音楽,水巻中,,,,,,,,,,○,☆,,,,○,○,◎,／,,,,,
51,51015,,川島,風香,,カワシマ,フウカ,1,360-0006,埼玉県熊谷市四方寺2-18,0429473488,,fuuka7359@tomqnickgb.zbq,,遠賀中,,,,名簿未変更。,,,,,,○,○,○,,◎,◎,◎,◎,◎,,欠席,出席,○,
51,51018,,矢口,信之,,ヤグチ,ノブユキ,0,297-0053,千葉県茂原市墨田2-2-10,0466999934,,Nobuyuki_Yaguchi@aakfyhgle.bn.dr,,,,,,,メルマガ拒否,,,,,,,,,,,,,,,,,,
51,51020,,山川,正人,,ヤマカワ,マサト,0,111-0051,東京都台東区蔵前4-12-17,0314477568,,-,,岡垣中,,,,,,,,,,○,,,,,,,,,,,,,
51,51022,,桑田,渉,,クワタ,ワタル,0,101-0025,東京都千代田区神田佐久間町2-19-3,0350125533,,ukuwata@ohww.vh,,折尾中,,,,,,,,,,,○,,,,,,,,,,,,
51,51024,,古谷,康弘,,フルヤ,ヤスヒロ,0,106-0045,東京都港区麻布十番4-10-12,0372565249,,-,,,,,,,51期会名簿になし(2011.5),,,,,,,,,,,,,,,,,,
51,51025,,影山,恒夫,,カゲヤマ,ツネオ,0,220-0002,神奈川県横浜市西区南軽井沢1-3-16,0468369410,09018775724,okageyama@tjsoaf.vzjm.yaf,書道,香月中,,,,,090-1691-3246,,,,,○,○,○,,◎,○,◎,◎,◎,,,,,
51,51026,,山本,俊範,,ヤマモト,トシノリ,0,255-0004,神奈川県中郡大磯町東小磯1-9-3,0462552075,,-,,,,,,,51期では不明（2008.6）2011,,,,,,,,,,,,,,,,,,
51,51027,,田川,利吉,,タガワ,リキチ,0,,,-,,-,,,,,,,１１会報不着,,,2011,,,,,,,,,,,,,,,
